time,latitude,longitude,Effort,Catch_SWO,Catch_ALB,Catch_YFT,Catch_BET,Year,Month,Month_Name
18-May,-34,13,1400,560,205,0,105,2018,5,Mai
18-May,-34,14,4520,2366,221,219,225,2018,5,Mai
18-May,-34,15,3800,1315,254,276,420,2018,5,Mai
18-May,-34,17,1512,0,0,0,14,2018,5,Mai
18-May,-34,17,14160,1001,455,182,42,2018,5,Mai
18-May,-34,18,12400,1261,77,432,52,2018,5,Mai
18-May,-35,18,9800,928,0,128,0,2018,5,Mai
18-May,-35,19,501,0,0,0,0,2018,5,Mai
18-May,-38,18,990,0,0,0,0,2018,5,Mai
18-Jun,-30,13,3120,1347,653,416,2507,2018,6,Juin
18-Jun,-30,14,1100,210,124,34,230,2018,6,Juin
18-Jun,-30,14,45926,12788,8023,1964,40393,2018,6,Juin
18-Jun,-30,14,13400,4025,2120,420,6576,2018,6,Juin
18-Jun,-30,15,1200,302,215,23,250,2018,6,Juin
18-Jun,-30,15,2800,497,0,0,36,2018,6,Juin
18-Jun,-31,12,4680,953,531,301,855,2018,6,Juin
18-Jun,-31,14,1200,526,170,0,275,2018,6,Juin
18-Jun,-31,15,6400,1624,1757,96,2945,2018,6,Juin
18-Jun,-31,15,39600,7030,3810,388,4161,2018,6,Juin
18-Jun,-31,15,1500,431,258,45,600,2018,6,Juin
18-Jun,-31,16,1000,103,0,0,25,2018,6,Juin
18-Jun,-32,12,1560,138,323,37,150,2018,6,Juin
18-Jun,-32,13,1560,88,168,61,75,2018,6,Juin
18-Jun,-32,15,2466,1589,355,211,1020,2018,6,Juin
18-Jun,-32,15,3000,338,231,54,80,2018,6,Juin
18-Jun,-32,15,2640,137,0,0,226,2018,6,Juin
18-Jun,-32,16,1270,320,44,0,330,2018,6,Juin
18-Jun,-33,15,1200,92,85,90,150,2018,6,Juin
18-Jun,-33,16,6000,1598,1785,181,2250,2018,6,Juin
18-Jun,-33,16,12700,2380,655,49,360,2018,6,Juin
18-Jun,-33,17,8800,368,0,44,62,2018,6,Juin
18-Jun,-34,16,1300,263,198,79,350,2018,6,Juin
18-Jun,-34,17,1200,0,192,0,0,2018,6,Juin
18-Jun,-34,17,900,0,0,0,30,2018,6,Juin
18-Jun,-34,18,900,0,0,0,0,2018,6,Juin
18-Jun,-35,17,2632,0,123,0,0,2018,6,Juin
18-Jun,-35,17,7100,2598,1060,1243,1272,2018,6,Juin
18-Jun,-35,18,2900,0,44,0,0,2018,6,Juin
18-Jun,-35,18,900,46,0,0,0,2018,6,Juin
18-Jun,-35,18,6700,1661,870,588,984,2018,6,Juin
18-Jun,-35,19,5400,263,0,271,0,2018,6,Juin
18-Jun,-36,19,3425,579,220,79,0,2018,6,Juin
18-Jul,-30,13,1600,0,81,0,0,2018,7,Juillet
18-Jul,-30,14,4800,1545,522,194,1380,2018,7,Juillet
18-Jul,-30,14,18000,1762,3583,62,3556,2018,7,Juillet
18-Jul,-31,13,1000,132,40,0,150,2018,7,Juillet
18-Jul,-31,14,10100,3452,1627,141,3400,2018,7,Juillet
18-Jul,-31,15,9600,2233,1929,69,1340,2018,7,Juillet
18-Jul,-31,15,1500,217,217,34,780,2018,7,Juillet
18-Jul,-32,14,13200,4491,1972,156,3750,2018,7,Juillet
18-Jul,-32,15,1400,921,271,34,130,2018,7,Juillet
18-Jul,-33,14,3600,1775,509,28,1125,2018,7,Juillet
18-Jul,-33,15,1200,230,113,0,200,2018,7,Juillet
18-Jul,-33,16,1400,447,525,45,1000,2018,7,Juillet
18-Jul,-33,16,1560,0,115,0,72,2018,7,Juillet
18-Jul,-33,17,1400,0,45,0,200,2018,7,Juillet
18-Jul,-33,17,4600,160,323,45,950,2018,7,Juillet
18-Jul,-34,12,1000,0,0,0,0,2018,7,Juillet
18-Jul,-34,16,3160,598,221,0,60,2018,7,Juillet
18-Jul,-34,17,6955,368,380,273,2340,2018,7,Juillet
18-Jul,-34,17,54000,1621,13464,2659,9099,2018,7,Juillet
18-Jul,-34,17,1500,66,0,217,160,2018,7,Juillet
18-Jul,-34,18,5020,263,295,259,1500,2018,7,Juillet
18-Jul,-34,18,16400,329,124,147,316,2018,7,Juillet
18-Jul,-35,17,2900,0,1885,0,0,2018,7,Juillet
18-Jul,-35,18,2396,210,807,1341,790,2018,7,Juillet
18-Jul,-35,18,8600,196,57,522,192,2018,7,Juillet
18-Jul,-35,18,1650,0,245,1198,0,2018,7,Juillet
18-Jul,-35,19,20755,226,0,1017,0,2018,7,Juillet
18-Jul,-36,17,1500,0,1232,0,0,2018,7,Juillet
18-Jul,-36,19,2550,224,0,814,0,2018,7,Juillet
18-Jul,-37,19,1100,26,687,1266,40,2018,7,Juillet
18-Aug,-30,13,7000,1341,2147,73,2100,2018,8,Ao?t
18-Aug,-30,14,4200,473,548,0,572,2018,8,Ao?t
18-Aug,-31,15,7700,927,2158,34,2895,2018,8,Ao?t
18-Aug,-32,15,1400,99,316,0,300,2018,8,Ao?t
18-Aug,-32,16,5200,329,2486,0,1400,2018,8,Ao?t
18-Aug,-33,16,8300,418,2432,331,2883,2018,8,Ao?t
18-Aug,-33,17,23500,1389,7386,806,6599,2018,8,Ao?t
18-Aug,-34,12,1000,0,79,0,150,2018,8,Ao?t
18-Aug,-34,17,7423,466,1413,88,1418,2018,8,Ao?t
18-Aug,-34,17,11000,980,1962,79,1909,2018,8,Ao?t
18-Aug,-34,18,1600,0,289,0,100,2018,8,Ao?t
18-Aug,-35,15,1300,366,54,87,315,2018,8,Ao?t
18-Aug,-35,16,4022,323,417,224,2314,2018,8,Ao?t
18-Aug,-35,16,5060,1761,533,97,1670,2018,8,Ao?t
18-Aug,-35,16,8150,2105,2049,267,4456,2018,8,Ao?t
18-Aug,-35,17,2530,1516,163,0,340,2018,8,Ao?t
18-Aug,-35,17,760,739,365,217,700,2018,8,Ao?t
18-Aug,-35,18,3950,1322,1311,2046,1540,2018,8,Ao?t
18-Aug,-35,18,6000,385,443,511,1130,2018,8,Ao?t
18-Aug,-35,18,3361,690,458,174,420,2018,8,Ao?t
18-Aug,-35,19,4900,381,384,305,430,2018,8,Ao?t
18-Aug,-36,17,1150,237,209,305,250,2018,8,Ao?t
18-Aug,-36,18,4480,1039,1119,757,1370,2018,8,Ao?t
18-Aug,-36,19,2350,158,153,316,130,2018,8,Ao?t
18-Aug,-36,19,2700,170,0,203,0,2018,8,Ao?t
18-Sep,-30,15,1500,0,1496,0,85,2018,9,Septembre
18-Sep,-31,14,1500,212,1398,37,272,2018,9,Septembre
18-Sep,-31,15,20050,510,16177,66,2378,2018,9,Septembre
18-Sep,-31,16,4500,103,1844,0,500,2018,9,Septembre
18-Sep,-32,15,5350,138,10676,42,1059,2018,9,Septembre
18-Sep,-32,16,7100,329,5989,0,1280,2018,9,Septembre
18-Sep,-33,15,3000,103,506,0,167,2018,9,Septembre
18-Sep,-33,16,9400,1554,1794,54,1156,2018,9,Septembre
18-Sep,-33,17,2800,0,408,73,420,2018,9,Septembre
18-Sep,-34,17,16200,1184,3778,1124,1495,2018,9,Septembre
18-Sep,-34,17,1690,0,194,0,20,2018,9,Septembre
18-Sep,-34,18,1300,0,0,79,40,2018,9,Septembre
18-Sep,-34,18,2600,0,40,0,120,2018,9,Septembre
18-Sep,-35,15,6050,1137,288,0,900,2018,9,Septembre
18-Sep,-35,15,4550,285,131,110,240,2018,9,Septembre
18-Sep,-35,16,4180,1277,220,123,555,2018,9,Septembre
18-Sep,-35,16,7760,1769,129,88,420,2018,9,Septembre
18-Sep,-35,16,1750,381,226,0,600,2018,9,Septembre
18-Sep,-35,17,900,460,141,0,80,2018,9,Septembre
18-Sep,-35,17,2057,184,138,391,40,2018,9,Septembre
18-Sep,-35,18,15640,1608,1188,11674,2386,2018,9,Septembre
18-Sep,-35,18,14220,2108,1455,3839,760,2018,9,Septembre
18-Sep,-35,18,6640,1564,832,2688,430,2018,9,Septembre
18-Sep,-35,19,2930,559,419,1359,371,2018,9,Septembre
18-Sep,-35,19,8950,619,45,2246,90,2018,9,Septembre
18-Sep,-35,19,3200,444,80,855,280,2018,9,Septembre
18-Sep,-36,19,5400,542,136,2190,157,2018,9,Septembre
18-Oct,-30,14,11600,1315,6190,45,600,2018,10,Octobre
18-Oct,-30,14,11650,800,7789,0,310,2018,10,Octobre
18-Oct,-31,13,1550,0,557,0,17,2018,10,Octobre
18-Oct,-31,14,1550,297,513,0,10,2018,10,Octobre
18-Oct,-31,15,1200,0,232,0,0,2018,10,Octobre
18-Oct,-31,15,8500,364,2309,0,146,2018,10,Octobre
18-Oct,-32,14,1500,0,0,42,40,2018,10,Octobre
18-Oct,-32,15,6200,74,1871,49,186,2018,10,Octobre
18-Oct,-32,16,1500,0,35,0,0,2018,10,Octobre
18-Oct,-33,16,17300,375,4409,250,770,2018,10,Octobre
18-Oct,-33,17,18400,1441,6353,155,1165,2018,10,Octobre
18-Oct,-34,17,4460,493,1198,133,270,2018,10,Octobre
18-Oct,-34,17,3000,1193,1012,699,100,2018,10,Octobre
18-Oct,-34,18,1300,0,192,582,300,2018,10,Octobre
18-Oct,-34,18,1700,0,283,136,1235,2018,10,Octobre
18-Oct,-35,17,1320,0,359,35,20,2018,10,Octobre
18-Oct,-35,17,1200,132,0,45,10,2018,10,Octobre
18-Oct,-35,18,4640,877,610,2102,550,2018,10,Octobre
18-Oct,-35,18,14620,726,1283,2246,350,2018,10,Octobre
18-Oct,-35,18,4700,1015,257,1976,235,2018,10,Octobre
18-Oct,-35,19,1100,0,0,339,80,2018,10,Octobre
18-Oct,-35,19,12600,310,0,1217,0,2018,10,Octobre
18-Oct,-36,18,790,0,0,0,0,2018,10,Octobre
18-Oct,-36,19,4950,504,52,525,60,2018,10,Octobre
18-Oct,-36,19,2800,401,90,486,20,2018,10,Octobre
18-Oct,-36,19,4000,1111,0,388,240,2018,10,Octobre
18-Nov,-30,14,10800,618,6102,158,1068,2018,11,Novembre
18-Nov,-30,15,2650,164,2543,0,200,2018,11,Novembre
18-Nov,-31,14,1350,0,565,0,0,2018,11,Novembre
18-Nov,-31,15,7950,66,4803,0,53,2018,11,Novembre
18-Nov,-31,18,1300,0,791,0,0,2018,11,Novembre
18-Nov,-32,15,3900,132,2712,130,355,2018,11,Novembre
18-Nov,-33,15,1500,62,41,42,20,2018,11,Novembre
18-Nov,-33,16,5200,388,4379,232,408,2018,11,Novembre
18-Nov,-33,17,1300,66,791,68,150,2018,11,Novembre
18-Nov,-34,17,800,0,130,96,40,2018,11,Novembre
18-Nov,-34,18,2900,0,115,955,0,2018,11,Novembre
18-Nov,-35,17,1200,92,215,2243,70,2018,11,Novembre
18-Nov,-35,18,7420,1241,28,1069,217,2018,11,Novembre
18-Nov,-35,18,21765,2126,687,8232,496,2018,11,Novembre
18-Nov,-35,18,10900,681,299,3874,687,2018,11,Novembre
18-Nov,-35,19,1300,50,0,189,40,2018,11,Novembre
18-Nov,-35,19,15838,980,160,3952,110,2018,11,Novembre
18-Nov,-35,19,4500,375,18,4092,47,2018,11,Novembre
18-Nov,-36,18,1140,0,52,996,30,2018,11,Novembre
18-Nov,-36,19,4270,522,0,1252,108,2018,11,Novembre
18-Nov,-36,19,7465,225,0,1159,100,2018,11,Novembre
18-Nov,-36,19,13200,1875,140,18584,545,2018,11,Novembre
18-Dec,-30,14,9830,0,7683,96,1194,2018,12,D¨¦cembre
18-Dec,-30,14,6300,121,4579,104,1330,2018,12,D¨¦cembre
18-Dec,-30,15,3960,0,384,93,0,2018,12,D¨¦cembre
18-Dec,-30,15,4500,113,226,0,209,2018,12,D¨¦cembre
18-Dec,-31,14,1500,0,113,0,0,2018,12,D¨¦cembre
18-Dec,-31,15,5160,105,1798,34,35,2018,12,D¨¦cembre
18-Dec,-31,16,11370,292,16088,103,544,2018,12,D¨¦cembre
18-Dec,-32,16,11050,231,2387,113,126,2018,12,D¨¦cembre
18-Dec,-33,16,1300,26,113,0,12,2018,12,D¨¦cembre
18-Dec,-33,17,2700,184,0,124,0,2018,12,D¨¦cembre
18-Dec,-34,18,4100,0,0,171,0,2018,12,D¨¦cembre
18-Dec,-35,17,1300,0,0,25,0,2018,12,D¨¦cembre
18-Dec,-35,18,2595,285,0,519,70,2018,12,D¨¦cembre
18-Dec,-35,18,10538,1460,0,3230,45,2018,12,D¨¦cembre
18-Dec,-35,18,1900,100,27,280,135,2018,12,D¨¦cembre
18-Dec,-36,19,7574,505,0,170,0,2018,12,D¨¦cembre
19-Jan,-30,15,3606,0,61,79,21,2019,1,Janvier
19-Jan,-30,15,5600,53,123,160,10,2019,1,Janvier
19-Jan,-31,15,2342,0,0,0,0,2019,1,Janvier
19-Jan,-31,15,2497,0,249,0,25,2019,1,Janvier
19-Jan,-31,15,1400,0,0,0,20,2019,1,Janvier
19-Jan,-32,16,1400,38,31,0,0,2019,1,Janvier
19-Jan,-34,17,8350,53,163,118,10,2019,1,Janvier
19-Jan,-34,18,9150,554,1084,349,34,2019,1,Janvier
19-Feb,-35,19,6875,0,0,0,0,2019,2,F¨¦vrier
19-Feb,-36,19,1160,0,0,215,0,2019,2,F¨¦vrier
19-Mar,-33,14,1300,197,0,0,0,2019,3,Mars
19-Mar,-35,18,3438,172,857,397,72,2019,3,Mars
19-Mar,-35,18,2850,331,88,0,0,2019,3,Mars
19-Mar,-36,18,1400,0,0,165,0,2019,3,Mars
19-Mar,-36,19,8950,809,424,1554,140,2019,3,Mars
19-Mar,-36,19,13760,2526,3091,1959,124,2019,3,Mars
19-Apr,-31,14,4710,508,527,629,774,2019,4,Avril
19-Apr,-31,15,1560,0,0,0,56,2019,4,Avril
19-Apr,-32,12,1560,0,227,150,14,2019,4,Avril
19-Apr,-32,13,1560,0,410,160,336,2019,4,Avril
19-Apr,-32,16,1400,0,0,82,0,2019,4,Avril
19-Apr,-34,17,4561,1261,546,1316,117,2019,4,Avril
19-Apr,-34,17,1500,181,0,93,20,2019,4,Avril
19-Apr,-34,18,1180,254,211,351,50,2019,4,Avril
19-Apr,-35,17,1380,320,325,450,75,2019,4,Avril
19-Apr,-35,17,2820,1289,392,563,140,2019,4,Avril
19-Apr,-35,18,1298,0,0,163,150,2019,4,Avril
19-Apr,-30,14,4680,540,610,1627,1320,2019,4,Avril
19-May,-30,14,4940,1619,965,671,2321,2019,5,Mai
19-May,-30,14,10710,5172,3105,534,5166,2019,5,Mai
19-May,-30,14,13630,3374,3811,1585,16208,2019,5,Mai
19-May,-30,15,1500,187,77,0,320,2019,5,Mai
19-May,-30,15,4600,696,2003,362,4286,2019,5,Mai
19-May,-31,14,1400,0,134,260,754,2019,5,Mai
19-May,-31,15,1620,370,296,70,344,2019,5,Mai
19-May,-31,15,17450,7526,2943,1242,4026,2019,5,Mai
19-May,-31,15,11900,1921,4771,974,6797,2019,5,Mai
19-May,-32,15,6825,2345,890,349,532,2019,5,Mai
19-May,-32,16,3400,535,40,0,207,2019,5,Mai
19-May,-32,16,5450,1512,614,345,481,2019,5,Mai
19-May,-33,15,3900,1775,819,379,265,2019,5,Mai
19-May,-33,16,29502,5502,8047,3381,4108,2019,5,Mai
19-May,-33,17,5117,1076,1548,806,335,2019,5,Mai
19-May,-33,17,1200,401,181,233,30,2019,5,Mai
19-May,-34,16,1560,224,130,107,80,2019,5,Mai
19-May,-34,17,6783,2672,678,611,85,2019,5,Mai
19-May,-34,17,11280,3981,964,1157,237,2019,5,Mai
19-May,-34,17,6545,2800,657,570,320,2019,5,Mai
19-May,-34,18,1260,149,77,295,50,2019,5,Mai
19-May,-34,18,1680,1273,184,394,105,2019,5,Mai
19-May,-35,18,1580,276,0,232,20,2019,5,Mai
19-May,-35,18,2900,489,0,236,8,2019,5,Mai
19-May,-35,19,1500,99,106,164,0,2019,5,Mai
19-May,-36,18,1500,149,106,69,0,2019,5,Mai
19-May,-36,19,3000,51,96,553,20,2019,5,Mai
19-Jun,-30,12,6710,2295,1311,254,1580,2019,6,Juin
19-Jun,-30,12,10600,6198,2983,800,4517,2019,6,Juin
19-Jun,-30,13,1650,1039,328,79,500,2019,6,Juin
19-Jun,-30,13,3670,1199,746,497,1992,2019,6,Juin
19-Jun,-30,14,4700,2145,333,90,560,2019,6,Juin
19-Jun,-30,14,33200,15734,8177,1451,16250,2019,6,Juin
19-Jun,-30,14,7000,2677,976,163,1247,2019,6,Juin
19-Jun,-32,15,5862,773,919,558,1079,2019,6,Juin
19-Jun,-32,15,12108,2709,2284,912,3114,2019,6,Juin
19-Jun,-33,15,1300,66,226,0,200,2019,6,Juin
19-Jun,-33,16,2728,777,111,0,120,2019,6,Juin
19-Jun,-33,16,7100,1126,780,115,1008,2019,6,Juin
19-Jun,-33,16,1400,78,532,0,169,2019,6,Juin
19-Jun,-33,17,1595,137,88,0,39,2019,6,Juin
19-Jun,-33,17,13750,2755,2439,363,1803,2019,6,Juin
19-Jun,-33,17,1300,0,63,49,52,2019,6,Juin
19-Jun,-34,17,6500,1514,762,453,442,2019,6,Juin
19-Jun,-34,17,3300,1348,1054,297,779,2019,6,Juin
19-Jun,-34,18,1380,235,339,257,210,2019,6,Juin
19-Jun,-34,18,2100,158,209,520,195,2019,6,Juin
19-Jun,-35,18,4130,166,1105,2519,1170,2019,6,Juin
19-Jun,-35,18,1400,0,68,131,10,2019,6,Juin
19-Jun,-35,18,8002,1578,2733,2970,1200,2019,6,Juin
19-Jul,-32,14,21133,9000,5161,1729,8166,2019,7,Juillet
19-Jul,-32,15,1310,60,40,40,528,2019,7,Juillet
19-Jul,-32,15,16140,3461,1097,260,2161,2019,7,Juillet
19-Jul,-32,15,9800,4629,1266,220,900,2019,7,Juillet
19-Jul,-32,15,1780,300,433,45,410,2019,7,Juillet
19-Jul,-32,16,4898,863,1296,192,1510,2019,7,Juillet
19-Jul,-33,14,5200,3182,2359,0,1586,2019,7,Juillet
19-Jul,-33,17,1500,34,295,54,153,2019,7,Juillet
19-Jul,-34,16,1400,450,276,60,429,2019,7,Juillet
19-Jul,-34,17,5672,1279,1655,268,814,2019,7,Juillet
19-Jul,-34,18,4158,1727,1757,383,1230,2019,7,Juillet
19-Jul,-36,19,910,174,631,368,14,2019,7,Juillet
19-Jul,-30,14,4780,690,356,0,1450,2019,7,Juillet
19-Jul,-30,14,19702,7907,6934,146,7587,2019,7,Juillet
19-Jul,-30,14,3432,681,889,140,636,2019,7,Juillet
19-Jul,-30,15,1725,684,68,45,400,2019,7,Juillet
19-Jul,-30,15,1386,301,377,54,1088,2019,7,Juillet
19-Jul,-31,14,11990,3182,2780,311,2514,2019,7,Juillet
19-Jul,-31,14,1100,263,96,0,120,2019,7,Juillet
19-Jul,-31,14,2200,510,1066,70,558,2019,7,Juillet
19-Jul,-31,15,51811,18367,12557,721,15053,2019,7,Juillet
19-Jul,-31,15,7090,1002,1627,306,1717,2019,7,Juillet
19-Jul,-32,14,3100,605,295,90,290,2019,7,Juillet
19-Aug,-30,14,20200,3143,8712,85,10925,2019,8,Ao?t
19-Aug,-30,15,1350,421,113,0,70,2019,8,Ao?t
19-Aug,-31,15,6500,1512,2119,34,2550,2019,8,Ao?t
19-Aug,-31,15,9850,1469,5134,52,1863,2019,8,Ao?t
19-Aug,-31,16,1450,0,322,0,72,2019,8,Ao?t
19-Aug,-32,15,6758,2367,1772,56,1617,2019,8,Ao?t
19-Aug,-32,16,2686,42,502,54,474,2019,8,Ao?t
19-Aug,-33,16,1600,618,56,34,300,2019,8,Ao?t
19-Aug,-33,16,6636,2230,1238,159,1825,2019,8,Ao?t
19-Aug,-33,17,5572,360,1181,191,2909,2019,8,Ao?t
19-Aug,-34,14,6070,2282,1288,333,2500,2019,8,Ao?t
19-Aug,-34,15,6140,1736,1104,350,1950,2019,8,Ao?t
19-Aug,-34,16,2900,421,438,130,400,2019,8,Ao?t
19-Aug,-34,16,6050,1874,1614,156,1550,2019,8,Ao?t
19-Aug,-34,16,1550,636,0,232,216,2019,8,Ao?t
19-Aug,-34,17,4390,871,580,1645,2356,2019,8,Ao?t
19-Aug,-34,17,32873,6825,8531,3596,13846,2019,8,Ao?t
19-Aug,-34,17,9730,3084,2049,2852,2432,2019,8,Ao?t
19-Aug,-34,18,1120,266,183,390,310,2019,8,Ao?t
19-Aug,-34,18,5870,2243,603,1897,2932,2019,8,Ao?t
19-Aug,-34,18,1400,50,610,1785,690,2019,8,Ao?t
19-Aug,-35,17,3750,707,1547,977,2304,2019,8,Ao?t
19-Aug,-35,18,2950,718,991,910,540,2019,8,Ao?t
19-Aug,-35,18,3600,611,668,1226,680,2019,8,Ao?t
19-Aug,-35,18,5450,1982,1358,3079,1760,2019,8,Ao?t
19-Aug,-35,19,1850,1091,515,1051,370,2019,8,Ao?t
19-Aug,-36,18,1150,124,307,241,288,2019,8,Ao?t
19-Aug,-36,19,6970,1937,2781,6726,1987,2019,8,Ao?t
19-Aug,-36,19,8270,1745,4487,10733,3926,2019,8,Ao?t
19-Sep,-30,14,17675,1368,24973,113,4278,2019,9,Septembre
19-Sep,-31,14,500,0,791,0,60,2019,9,Septembre
19-Sep,-32,15,2725,493,85,0,160,2019,9,Septembre
19-Sep,-33,16,2650,132,452,0,550,2019,9,Septembre
19-Sep,-33,17,1600,72,68,113,80,2019,9,Septembre
19-Sep,-34,17,1300,107,0,339,136,2019,9,Septembre
19-Sep,-34,17,5000,1045,299,328,1240,2019,9,Septembre
19-Sep,-34,18,2296,134,0,271,148,2019,9,Septembre
19-Sep,-35,16,1800,579,136,588,500,2019,9,Septembre
19-Sep,-35,17,1780,362,51,429,250,2019,9,Septembre
19-Sep,-35,18,8194,989,624,2831,418,2019,9,Septembre
19-Sep,-35,18,6802,1068,1162,4834,600,2019,9,Septembre
19-Sep,-35,18,4950,953,324,2519,338,2019,9,Septembre
19-Sep,-36,15,910,91,18,332,224,2019,9,Septembre
19-Sep,-36,18,3580,539,582,1333,450,2019,9,Septembre
19-Sep,-36,18,9072,1920,5332,11019,1600,2019,9,Septembre
19-Sep,-36,19,3206,489,964,1068,485,2019,9,Septembre
19-Sep,-36,19,1650,964,497,2114,60,2019,9,Septembre
19-Sep,-37,19,1750,26,27,563,40,2019,9,Septembre
19-Oct,-33,16,4500,419,3141,305,790,2019,10,Octobre
19-Oct,-33,17,900,184,158,136,100,2019,10,Octobre
19-Oct,-33,17,1500,0,264,94,372,2019,10,Octobre
19-Oct,-34,17,6000,605,2622,850,590,2019,10,Octobre
19-Oct,-35,18,2400,164,0,1014,256,2019,10,Octobre
19-Nov,-30,14,6608,427,7085,40,670,2019,11,Novembre
19-Nov,-30,14,5136,337,13386,62,770,2019,11,Novembre
19-Nov,-30,15,9775,460,11338,147,1710,2019,11,Novembre
19-Nov,-30,15,29456,1152,36925,409,7432,2019,11,Novembre
19-Nov,-30,18,1386,42,3595,61,405,2019,11,Novembre
19-Nov,-31,15,5280,514,3903,475,2108,2019,11,Novembre
19-Nov,-31,15,3720,468,1069,0,1082,2019,11,Novembre
19-Nov,-31,15,21640,2309,17548,696,3699,2019,11,Novembre
19-Nov,-31,16,4070,158,794,0,444,2019,11,Novembre
19-Nov,-31,16,1440,0,441,0,220,2019,11,Novembre
19-Nov,-31,16,1600,0,1205,49,204,2019,11,Novembre
19-Nov,-32,14,1000,0,303,49,226,2019,11,Novembre
19-Nov,-32,15,1290,0,985,44,444,2019,11,Novembre
19-Nov,-32,15,910,193,271,347,180,2019,11,Novembre
19-Nov,-32,16,1150,280,763,144,312,2019,11,Novembre
19-Nov,-32,16,8970,730,10327,626,3344,2019,11,Novembre
19-Nov,-33,16,1820,279,267,0,384,2019,11,Novembre
19-Nov,-35,18,3150,252,89,2500,320,2019,11,Novembre
19-Nov,-35,19,1800,50,71,1341,216,2019,11,Novembre
19-Nov,-36,19,2880,309,96,2052,320,2019,11,Novembre
19-Nov,-36,19,10250,1375,780,21919,2385,2019,11,Novembre
19-Dec,-30,14,1600,0,311,0,200,2019,12,D¨¦cembre
19-Dec,-30,15,3382,395,512,0,210,2019,12,D¨¦cembre
19-Dec,-31,15,1500,138,684,0,200,2019,12,D¨¦cembre
19-Dec,-31,16,3460,395,1243,0,350,2019,12,D¨¦cembre
19-Dec,-32,16,1685,0,898,0,170,2019,12,D¨¦cembre
19-Dec,-34,17,3400,39,90,0,170,2019,12,D¨¦cembre
19-Dec,-34,19,1600,103,263,452,160,2019,12,D¨¦cembre
19-Dec,-30,14,1600,0,311,0,200,2019,12,D¨¦cembre
19-Dec,-30,15,3382,395,512,0,210,2019,12,D¨¦cembre
19-Dec,-31,15,1500,138,684,0,200,2019,12,D¨¦cembre
19-Dec,-31,16,3460,395,1243,0,350,2019,12,D¨¦cembre
19-Dec,-32,16,1685,0,898,0,170,2019,12,D¨¦cembre
19-Dec,-34,17,3400,39,90,0,170,2019,12,D¨¦cembre
19-Dec,-34,19,1600,103,263,452,160,2019,12,D¨¦cembre
20-Jan,-35,18,3080,446,190,201,70,2020,1,Janvier
20-Jan,-35,18,2800,551,401,344,34,2020,1,Janvier
20-Jan,-35,19,1000,72,0,53,0,2020,1,Janvier
20-Jan,-35,19,2800,313,0,798,0,2020,1,Janvier
20-Feb,-33,16,1145,0,81,0,48,2020,2,F¨¦vrier
20-Feb,-33,16,1400,0,44,59,10,2020,2,F¨¦vrier
20-Feb,-35,18,2000,133,616,269,12,2020,2,F¨¦vrier
20-Feb,-35,19,1200,26,147,0,0,2020,2,F¨¦vrier
20-Feb,-35,19,2850,108,688,241,10,2020,2,F¨¦vrier
20-Feb,-36,19,1000,29,96,0,0,2020,2,F¨¦vrier
20-Feb,-36,19,2780,188,647,206,0,2020,2,F¨¦vrier
20-Feb,-36,19,1580,0,61,45,0,2020,2,F¨¦vrier
20-Mar,-34,18,0,214,155,400,15,2020,3,Mars
20-Mar,-35,18,0,2264,3410,2799,90,2020,3,Mars
20-Mar,-35,19,2226,447,782,534,0,2020,3,Mars
20-Mar,-35,19,3150,780,0,2938,27,2020,3,Mars
20-Mar,-36,19,5232,1253,2658,2506,45,2020,3,Mars
20-Mar,-36,19,1400,88,0,181,0,2020,3,Mars
20-Mar,-36,19,2960,130,0,312,30,2020,3,Mars
20-Mar,-37,19,1750,218,0,406,0,2020,3,Mars
20-Apr,-31,15,1200,329,283,0,300,2020,4,Avril
20-Apr,-31,15,1390,552,290,95,234,2020,4,Avril
20-Apr,-32,15,1200,172,150,84,60,2020,4,Avril
20-Apr,-35,18,1500,459,164,3214,84,2020,4,Avril
20-Apr,-35,18,1000,505,136,929,158,2020,4,Avril
20-Apr,-36,18,1350,0,85,332,0,2020,4,Avril
20-May,-30,14,2920,110,730,86,833,2020,5,Mai
20-May,-30,14,3400,1749,1407,62,1005,2020,5,Mai
20-May,-30,15,4260,408,878,108,1415,2020,5,Mai
20-May,-30,15,3000,601,577,49,169,2020,5,Mai
20-May,-31,14,3350,1959,266,79,180,2020,5,Mai
20-May,-31,14,2760,241,689,88,419,2020,5,Mai
20-May,-31,15,3090,142,144,27,225,2020,5,Mai
20-May,-31,15,14080,2454,1011,645,2252,2020,5,Mai
20-May,-31,15,3068,597,498,32,276,2020,5,Mai
20-May,-31,15,8170,647,2218,1036,3715,2020,5,Mai
20-May,-31,16,1400,66,57,0,170,2020,5,Mai
20-May,-31,16,1320,149,0,99,192,2020,5,Mai
20-May,-32,16,1870,743,590,298,315,2020,5,Mai
20-May,-32,16,2072,789,1002,123,310,2020,5,Mai
20-May,-32,16,3100,807,129,284,255,2020,5,Mai
20-May,-33,16,1500,0,77,0,0,2020,5,Mai
20-May,-33,17,2600,252,1277,1365,193,2020,5,Mai
20-May,-34,17,11350,3473,3437,2304,428,2020,5,Mai
20-May,-31,16,1320,149,0,99,192,2020,5,Mai
20-May,-32,16,1870,743,590,298,315,2020,5,Mai
20-May,-32,16,2072,789,1002,123,310,2020,5,Mai
